order_id,customer_id,ship_mode,vendor_id,order_status,order_purchase_date,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
CA-2015-155635,ME-17725,Standard Class,VEN03,delivered,29-01-2018 16:51,29-01-2018,1-30-18 6:33 PM,2-4-18 11:02 AM,2018-02-26
CA-2015-156013,TC-20980,Standard Class,VEN04,delivered,31-01-2017 12:04,31-01-2017,1-31-17 12:44 PM,2-7-17 9:50 AM,2017-03-01
CA-2015-156118,HG-14965,Standard Class,VEN05,delivered,26-07-2018 14:15,27-07-2018,7-31-18 11:56 AM,8-6-18 5:08 PM,2018-08-27
CA-2015-156328,RM-19375,Standard Class,VEN04,delivered,19-06-2017 08:03,19-06-2017,6-19-17 8:57 PM,6-25-17 9:58 AM,2017-06-30
CA-2015-156377,TB-21625,Standard Class,VEN02,delivered,30-10-2017 21:01,30-10-2017,10-31-17 9:59 PM,11-17-17 7:46 PM,2017-11-17
CA-2015-156440,MH-17620,Standard Class,VEN05,delivered,22-05-2018 14:54,22-05-2018,5-24-18 4:41 PM,6-4-18 6:34 PM,2018-06-14
CA-2015-156482,IL-15100,Standard Class,VEN01,delivered,20-02-2018 10:47,21-02-2018,2-22-18 3:39 PM,3-7-18 10:26 PM,2018-03-13
CA-2015-156510,EH-13990,Standard Class,VEN05,delivered,21-01-2017 17:08,21-01-2017,1-24-17 7:47 AM,1-27-17 6:12 PM,2017-03-02
CA-2015-156524,DL-12865,Standard Class,VEN01,delivered,30-05-2017 20:44,30-05-2017,5-31-17 11:43 AM,6-6-17 12:22 PM,2017-06-26
CA-2015-156608,MT-18070,Standard Class,VEN02,delivered,19-12-2017 20:57,21-12-2017,12-21-17 10:13 PM,1-8-18 6:15 PM,2018-01-16
CA-2015-156755,YS-21880,Standard Class,VEN05,delivered,24-10-2017 16:33,24-10-2017,10-25-17 3:16 PM,11-1-17 10:48 PM,2017-11-17
CA-2015-156923,SP-20860,Standard Class,VEN05,delivered,16-12-2017 21:22,16-12-2017,12-19-17 12:33 AM,12-30-17 11:42 AM,2018-01-12
CA-2015-157028,MA-17995,Standard Class,VEN01,delivered,17-05-2017 18:02,17-05-2017,5-18-17 9:59 AM,5-24-17 10:33 AM,2017-06-06
CA-2015-157084,JG-15160,Standard Class,VEN02,delivered,06-08-2018 14:38,07-08-2018,8-9-18 2:21 PM,8-14-18 8:18 PM,2018-08-16
CA-2015-157133,LC-16885,Standard Class,VEN03,delivered,06-12-2017 13:36,06-12-2017,12-7-17 12:04 AM,12-14-17 10:52 PM,2017-12-29
CA-2015-157322,RH-19600,Standard Class,VEN05,delivered,28-04-2018 13:10,28-04-2018,5-2-18 10:20 AM,5-14-18 6:44 PM,2018-05-25
CA-2015-157343,HD-14785,Standard Class,VEN01,delivered,04-07-2018 19:41,05-07-2018,7-5-18 2:45 PM,7-6-18 6:17 PM,2018-07-17
CA-2015-157805,RH-19510,Standard Class,VEN03,delivered,28-08-2017 21:47,28-08-2017,8-31-17 10:47 PM,9-12-17 6:53 PM,2017-09-21
CA-2015-157812,DB-13210,Standard Class,VEN05,delivered,23-11-2017 18:39,23-11-2017,11-25-17 11:53 AM,12-5-17 3:47 PM,2017-12-20
CA-2015-158148,JM-15865,Standard Class,VEN02,delivered,21-09-2017 22:01,21-09-2017,9-22-17 4:51 PM,10-3-17 5:38 PM,2017-10-25
CA-2015-158421,GB-14575,Standard Class,VEN03,delivered,03-04-2018 16:30,03-04-2018,4-4-18 11:36 PM,4-10-18 11:05 PM,2018-04-23
CA-2015-158456,KT-16465,Standard Class,VEN01,delivered,25-08-2017 14:59,26-08-2017,8-28-17 6:03 PM,9-5-17 7:24 PM,2017-09-19
CA-2015-158701,JL-15175,Standard Class,VEN02,delivered,25-06-2018 18:29,25-06-2018,6-27-18 3:47 PM,6-30-18 3:28 PM,2018-07-13
CA-2015-158792,BD-11605,Standard Class,VEN02,delivered,10-03-2017 09:50,10-03-2017,3-17-17 2:16 PM,3-31-17 2:05 PM,2017-03-31
CA-2015-158939,EA-14035,Standard Class,VEN01,delivered,19-01-2017 15:21,19-01-2017,1-23-17 11:06 AM,1-26-17 4:52 PM,2017-03-01
CA-2015-159380,CS-12505,Standard Class,VEN05,delivered,16-06-2017 20:29,17-06-2017,6-19-17 9:03 PM,6-21-17 5:32 PM,2017-06-29
CA-2015-159779,SB-20185,Standard Class,VEN03,delivered,25-08-2018 20:26,25-08-2018,8-27-18 3:10 PM,8-28-18 8:56 PM,2018-09-06
CA-2015-160059,TB-21190,Standard Class,VEN01,delivered,23-08-2017 15:51,23-08-2017,8-24-17 9:44 PM,8-28-17 4:52 PM,2017-09-05
CA-2015-160171,RM-19675,Standard Class,VEN04,delivered,26-12-2017 11:36,27-12-2017,12-28-17 10:04 PM,1-4-18 4:15 PM,2018-01-19
CA-2015-160213,AR-10825,Standard Class,VEN05,delivered,10-04-2018 16:18,11-04-2018,4-17-18 5:15 PM,5-12-18 1:18 AM,2018-05-29
CA-2015-160696,CK-12760,Standard Class,VEN03,delivered,23-04-2017 11:33,23-04-2017,4-25-17 8:47 AM,5-11-17 12:29 PM,2017-05-30
CA-2015-161242,CG-12040,Standard Class,VEN04,delivered,07-11-2017 09:51,07-11-2017,11-7-17 8:34 PM,11-14-17 9:33 PM,2017-12-04
CA-2015-161263,TS-21160,Standard Class,VEN03,delivered,01-04-2018 10:04,02-04-2018,4-3-18 3:03 AM,4-10-18 2:03 PM,2018-04-18
CA-2015-161452,CA-11965,Standard Class,VEN02,delivered,25-11-2017 11:46,28-11-2017,11-29-17 10:22 PM,12-5-17 1:17 AM,2017-12-21
CA-2015-161627,SJ-20215,Standard Class,VEN01,delivered,20-03-2018 00:57,20-03-2018,3-21-18 9:51 PM,3-31-18 2:48 PM,2018-04-06
CA-2015-161711,MC-17425,Standard Class,VEN01,delivered,05-02-2018 09:06,07-02-2018,2-26-18 6:09 PM,3-22-18 7:18 PM,2018-03-06
CA-2015-161718,SO-20335,Standard Class,VEN04,delivered,25-02-2018 12:32,25-02-2018,2-26-18 7:41 PM,3-15-18 6:33 PM,2018-04-04
CA-2015-161767,GK-14620,Standard Class,VEN04,delivered,15-04-2018 17:57,15-04-2018,4-19-18 5:44 PM,4-30-18 12:42 PM,2018-05-18
CA-2015-161998,DB-13120,Standard Class,VEN04,delivered,27-11-2017 13:25,28-11-2017,11-28-17 11:26 PM,11-30-17 11:57 PM,2017-12-11
CA-2015-162201,AG-10495,Standard Class,VEN01,delivered,26-09-2017 11:08,26-09-2017,9-28-17 7:33 PM,10-3-17 6:35 PM,2017-10-23
CA-2015-162369,TT-21265,Standard Class,VEN05,delivered,09-05-2018 13:06,10-05-2018,5-11-18 2:01 PM,5-18-18 10:39 PM,2018-06-20
CA-2015-162537,RD-19585,Standard Class,VEN03,delivered,02-03-2018 15:16,02-03-2018,3-5-18 5:33 PM,3-22-18 4:33 PM,2018-04-06
CA-2015-162607,RO-19780,Standard Class,VEN02,delivered,04-08-2018 14:19,05-08-2018,8-10-18 2:13 PM,8-14-18 7:38 PM,2018-08-23
CA-2015-162621,CA-12055,Standard Class,VEN01,delivered,15-03-2018 18:07,15-03-2018,3-16-18 6:55 PM,3-19-18 4:52 PM,2018-03-27
CA-2015-162761,SC-20575,Standard Class,VEN04,delivered,19-04-2018 14:03,19-04-2018,4-20-18 6:48 PM,5-4-18 4:22 PM,2018-05-23
CA-2015-162782,PW-19240,Standard Class,VEN05,delivered,29-05-2017 13:57,30-05-2017,5-31-17 1:41 PM,6-7-17 2:15 PM,2017-06-21
CA-2015-162964,MF-18250,Standard Class,VEN01,delivered,04-03-2017 20:25,04-03-2017,3-6-17 6:47 AM,3-15-17 3:57 PM,2017-03-27
CA-2015-163055,DS-13180,Standard Class,VEN02,delivered,22-08-2018 07:28,22-08-2018,8-22-18 2:55 PM,8-24-18 7:46 PM,2018-09-06
CA-2015-163104,MC-18130,Standard Class,VEN05,delivered,01-04-2018 19:06,01-04-2018,4-2-18 1:18 PM,4-7-18 12:58 AM,2018-04-19
CA-2015-163181,AB-10105,Standard Class,VEN01,delivered,22-03-2018 20:38,22-03-2018,3-23-18 5:48 PM,5-7-18 12:31 PM,2018-04-23
CA-2015-163587,EP-13915,Standard Class,VEN02,delivered,24-07-2018 10:50,25-07-2018,7-25-18 2:21 PM,7-30-18 3:27 PM,2018-08-16
CA-2015-163734,KM-16375,Standard Class,VEN02,delivered,25-06-2018 22:59,26-06-2018,6-26-18 3:05 PM,6-28-18 4:38 PM,2018-07-19
CA-2015-163762,JE-15475,Standard Class,VEN03,delivered,27-12-2017 12:10,27-12-2017,12-28-17 11:32 PM,12-29-17 6:34 PM,2018-01-17
CA-2015-163895,NS-18640,Standard Class,VEN01,delivered,30-08-2017 16:03,30-08-2017,8-31-17 7:29 PM,9-26-17 8:04 AM,2017-10-03
CA-2015-163923,BD-11560,Standard Class,VEN05,delivered,29-04-2018 15:48,29-04-2018,5-3-18 2:47 PM,5-15-18 11:03 PM,2018-05-25
CA-2015-163965,SS-20875,Standard Class,VEN05,delivered,14-02-2018 19:50,14-02-2018,2-16-18 7:42 PM,2-19-18 8:43 PM,2018-02-26
CA-2015-164007,MG-17695,Standard Class,VEN02,delivered,20-11-2017 22:20,20-11-2017,11-22-17 9:38 PM,11-30-17 10:41 PM,2017-12-19
CA-2015-164084,AG-10525,Standard Class,VEN03,delivered,26-07-2018 22:05,28-07-2018,7-30-18 12:15 PM,8-7-18 11:36 PM,2018-08-13
CA-2015-164301,EB-13840,Standard Class,VEN01,delivered,04-08-2018 16:19,04-08-2018,8-7-18 2:44 PM,8-11-18 3:38 PM,2018-08-22
CA-2015-164336,MW-18220,Standard Class,VEN04,delivered,20-03-2017 22:21,20-03-2017,3-21-17 3:54 PM,3-24-17 10:50 AM,2017-04-06
CA-2015-164427,AR-10405,Standard Class,VEN03,delivered,23-01-2018 10:05,23-01-2018,1-23-18 8:51 PM,1-26-18 8:41 PM,2018-02-07
CA-2015-164441,AC-10450,Standard Class,VEN05,delivered,15-02-2018 15:07,15-02-2018,2-16-18 7:36 PM,2-19-18 9:22 PM,2018-03-02
CA-2015-164539,PO-19180,Standard Class,VEN04,delivered,13-08-2018 21:58,13-08-2018,8-14-18 2:17 PM,8-16-18 7:08 PM,2018-08-22
CA-2015-164567,GK-14620,Standard Class,VEN04,delivered,29-03-2018 19:58,29-03-2018,4-3-18 11:46 PM,4-10-18 12:32 AM,2018-04-25
CA-2015-165057,SC-20725,Standard Class,VEN02,delivered,02-10-2017 09:26,04-10-2017,10-4-17 3:53 PM,10-9-17 9:39 PM,2017-10-30
CA-2015-165085,BT-11485,Standard Class,VEN01,delivered,18-08-2017 14:17,18-08-2017,8-25-17 3:32 PM,8-28-17 5:04 PM,2017-08-31
CA-2015-165162,HG-15025,Standard Class,VEN05,delivered,20-04-2017 15:49,20-04-2017,4-24-17 9:08 AM,5-5-17 1:44 PM,2017-05-18
CA-2015-165554,AJ-10780,Standard Class,VEN05,delivered,28-03-2018 05:50,29-03-2018,3-29-18 7:45 PM,4-10-18 1:04 PM,2018-04-25
CA-2015-165624,FH-14350,Standard Class,VEN01,delivered,24-11-2017 18:16,24-11-2017,11-28-17 6:58 PM,12-15-17 7:46 PM,2017-12-19
CA-2015-166135,SC-20440,Standard Class,VEN03,delivered,28-07-2017 23:38,30-07-2017,8-1-17 6:42 PM,8-16-17 4:07 PM,2017-08-30
CA-2015-166219,BP-11185,Standard Class,VEN04,delivered,05-06-2018 16:09,05-06-2018,6-6-18 2:12 PM,7-3-18 6:02 PM,2018-08-07
CA-2015-166464,PG-18895,Standard Class,VEN04,delivered,22-03-2018 19:05,22-03-2018,3-24-18 12:06 AM,3-27-18 6:46 PM,2018-04-16
CA-2015-166583,VD-21670,Standard Class,VEN02,delivered,25-05-2017 10:27,25-05-2017,5-26-17 9:47 AM,6-2-17 3:18 PM,2017-06-21
CA-2015-166800,AG-10300,Standard Class,VEN02,delivered,28-12-2017 20:45,28-12-2017,1-2-18 10:07 PM,1-11-18 5:39 PM,2018-02-05
CA-2015-166947,EB-13750,Standard Class,VEN01,delivered,11-07-2017 22:07,12-07-2017,7-12-17 6:13 PM,8-8-17 3:26 PM,2017-08-14
CA-2015-166975,SH-20635,Standard Class,VEN05,delivered,01-06-2018 23:08,01-06-2018,6-8-18 11:41 AM,6-12-18 8:28 PM,2018-06-26
CA-2015-167010,VT-21700,Standard Class,VEN03,delivered,08-11-2017 17:33,09-11-2017,11-10-17 9:59 PM,11-21-17 10:19 PM,2017-11-30
CA-2015-167269,PB-19150,Standard Class,VEN03,delivered,04-01-2018 19:43,04-01-2018,1-18-18 1:18 PM,1-26-18 7:19 PM,2018-02-20
CA-2015-167479,AI-10855,Standard Class,VEN04,delivered,25-03-2018 18:27,25-03-2018,3-27-18 1:58 AM,3-28-18 8:41 PM,2018-04-09
CA-2015-167696,BD-11500,Standard Class,VEN01,delivered,06-08-2018 23:21,06-08-2018,8-8-18 8:10 AM,8-14-18 7:33 PM,2018-08-17
CA-2015-167745,GB-14530,Standard Class,VEN01,delivered,02-11-2017 09:19,02-11-2017,11-6-17 7:48 PM,11-20-17 8:28 PM,2017-11-29
CA-2015-168186,AB-10150,Standard Class,VEN05,delivered,23-02-2017 08:03,23-02-2017,2-23-17 9:10 AM,3-2-17 9:23 AM,2017-04-03
CA-2015-168207,LT-17110,Standard Class,VEN03,delivered,24-08-2017 02:38,24-08-2017,8-24-17 1:48 PM,8-28-17 1:19 PM,2017-09-18
CA-2015-168277,KB-16315,Standard Class,VEN04,delivered,10-01-2018 13:17,12-01-2018,2-1-18 9:37 PM,2-26-18 4:47 PM,2018-02-08
CA-2015-168459,MC-17275,Standard Class,VEN01,shipped,12-03-2018 10:32,12-03-2018,3-14-18 10:32 PM,,2018-04-06
CA-2015-168480,DM-12955,Standard Class,VEN02,delivered,16-07-2017 18:14,18-07-2017,7-20-17 10:42 PM,7-26-17 12:59 PM,2017-08-28
CA-2015-168529,MB-17305,Standard Class,VEN04,delivered,19-02-2018 14:16,19-02-2018,2-20-18 7:22 PM,3-2-18 5:31 PM,2018-03-14
CA-2015-168634,AF-10870,Standard Class,VEN03,delivered,07-05-2018 14:14,07-05-2018,5-8-18 8:51 AM,5-21-18 7:58 PM,2018-06-01
CA-2015-168767,DM-12955,Standard Class,VEN04,delivered,20-03-2018 23:39,20-03-2018,3-27-18 1:27 AM,4-3-18 10:08 PM,2018-04-02
CA-2015-169278,ME-18010,Standard Class,VEN03,delivered,12-07-2017 09:56,12-07-2017,7-13-17 5:06 PM,7-25-17 7:27 PM,2017-08-14
CA-2015-169572,AG-10525,Standard Class,VEN04,delivered,04-08-2018 19:00,04-08-2018,8-10-18 11:45 AM,8-17-18 1:48 AM,2018-08-09
CA-2015-169740,LM-17065,Standard Class,VEN01,delivered,08-06-2018 17:39,08-06-2018,6-12-18 6:47 AM,6-13-18 9:08 PM,2018-06-19
CA-2015-169796,Dp-13240,Standard Class,VEN04,delivered,01-08-2017 10:28,01-08-2017,8-2-17 7:25 PM,8-14-17 9:00 PM,2017-09-04
CA-2016-100041,BF-10975,Standard Class,VEN03,delivered,22-11-2017 08:01,22-11-2017,11-23-17 11:15 PM,1-3-18 8:58 PM,2017-12-15
CA-2016-100083,CD-11980,Standard Class,VEN03,delivered,09-03-2018 09:10,09-03-2018,3-9-18 8:18 PM,4-3-18 2:56 PM,2018-04-02
CA-2016-100153,KH-16630,Standard Class,VEN04,delivered,12-05-2018 22:17,15-05-2018,5-15-18 10:09 AM,6-4-18 1:18 PM,2018-06-08
CA-2016-100244,GM-14695,Standard Class,VEN02,delivered,13-08-2017 20:31,13-08-2017,8-16-17 7:49 PM,8-18-17 9:29 PM,2017-09-01
CA-2016-100307,TC-21475,Standard Class,VEN05,delivered,02-02-2018 19:20,02-02-2018,2-8-18 10:16 PM,3-1-18 4:29 PM,2018-03-05
CA-2016-100468,AT-10435,Standard Class,VEN02,delivered,08-08-2018 17:27,08-08-2018,8-9-18 10:27 AM,8-21-18 10:11 PM,2018-08-16
CA-2016-100510,HM-14860,Standard Class,VEN01,delivered,09-02-2018 09:57,09-02-2018,2-16-18 6:42 PM,3-7-18 10:39 PM,2018-03-08
CA-2016-100587,SL-20155,Standard Class,VEN04,delivered,21-02-2018 15:09,21-02-2018,2-23-18 10:52 PM,3-2-18 3:15 PM,2018-03-15
CA-2016-100790,JG-15805,Standard Class,VEN02,delivered,02-08-2017 20:30,02-08-2017,8-3-17 1:33 PM,8-10-17 8:18 PM,2017-08-24
CA-2016-100944,EH-13765,Standard Class,VEN03,delivered,04-08-2018 04:59,09-08-2018,8-6-18 6:18 PM,8-14-18 12:07 AM,2018-08-16
CA-2016-100965,RM-19375,Standard Class,VEN02,delivered,11-04-2018 15:07,13-04-2018,4-13-18 7:39 PM,4-19-18 6:01 PM,2018-05-15
CA-2016-100993,AZ-10750,Standard Class,VEN04,delivered,13-08-2018 22:15,15-08-2018,8-16-18 2:57 PM,8-17-18 8:41 PM,2018-08-23
CA-2016-101161,BW-11110,Standard Class,VEN01,delivered,31-03-2018 12:55,01-04-2018,4-3-18 2:32 PM,4-10-18 8:31 PM,2018-04-23
CA-2016-101168,SS-20140,Standard Class,VEN01,delivered,17-08-2017 22:26,17-08-2017,8-24-17 3:52 PM,9-15-17 12:02 AM,2017-10-02
CA-2016-101189,JB-15400,Standard Class,VEN03,delivered,26-06-2018 22:09,26-06-2018,6-27-18 8:03 AM,7-3-18 2:16 AM,2018-07-18
CA-2016-101329,MM-17920,Standard Class,VEN03,delivered,12-10-2017 16:16,12-10-2017,10-16-17 1:38 PM,10-19-17 4:16 PM,2017-11-08
CA-2016-101336,CK-12760,Standard Class,VEN01,delivered,06-07-2018 21:47,06-07-2018,7-10-18 2:19 PM,7-11-18 5:36 PM,2018-07-19
CA-2016-101343,RA-19885,Standard Class,VEN05,delivered,12-05-2018 23:07,13-05-2018,5-17-18 3:06 PM,5-19-18 6:44 PM,2018-06-08
CA-2016-101385,JW-16075,Standard Class,VEN01,delivered,24-11-2017 14:29,24-11-2017,11-27-17 6:53 PM,12-5-17 7:52 PM,2017-12-19
CA-2016-101469,KH-16360,Standard Class,VEN05,delivered,14-12-2017 21:05,14-12-2017,12-15-17 11:59 PM,1-8-18 4:11 PM,2018-01-18
CA-2016-101546,GK-14620,Standard Class,VEN02,delivered,06-11-2017 21:34,07-11-2017,11-7-17 1:39 PM,11-18-17 3:59 PM,2017-11-27
CA-2016-101623,RR-19525,Standard Class,VEN02,delivered,01-02-2017 22:26,01-02-2017,2-3-17 3:25 PM,2-9-17 3:25 PM,2017-02-28
CA-2016-101651,SC-20305,Standard Class,VEN02,delivered,08-12-2017 04:45,12-12-2017,12-12-17 5:43 PM,1-9-18 6:04 PM,2018-01-03
CA-2016-101672,DB-12910,Standard Class,VEN01,delivered,24-02-2018 17:02,24-02-2018,2-28-18 3:55 PM,3-17-18 12:08 AM,2018-03-22
CA-2016-101791,BS-11665,Standard Class,VEN05,delivered,22-04-2017 14:49,25-04-2017,4-25-17 11:30 AM,4-28-17 7:33 AM,2017-05-15
CA-2016-101938,DW-13480,Standard Class,VEN01,delivered,21-06-2018 21:09,23-06-2018,6-25-18 3:19 PM,7-3-18 5:32 PM,2018-07-25
CA-2016-101987,HL-15040,Standard Class,VEN04,delivered,04-04-2017 13:47,04-04-2017,4-4-17 3:05 PM,4-12-17 3:24 PM,2017-04-27
CA-2016-102127,VP-21760,Standard Class,VEN05,delivered,09-07-2017 21:08,09-07-2017,7-13-17 4:49 PM,7-18-17 3:33 PM,2017-08-03
CA-2016-102134,SP-20545,Standard Class,VEN02,delivered,19-04-2017 15:42,19-04-2017,4-20-17 2:04 PM,5-3-17 12:13 PM,2017-05-16
CA-2016-102162,JF-15565,Standard Class,VEN04,delivered,10-08-2018 16:53,10-08-2018,8-14-18 12:30 PM,8-23-18 12:37 AM,2018-09-04
CA-2016-102561,NK-18490,Standard Class,VEN05,delivered,04-10-2017 14:14,04-10-2017,10-13-17 4:37 PM,10-23-17 4:33 PM,2017-10-27
CA-2016-102792,JC-15340,Standard Class,VEN02,delivered,22-05-2017 14:07,22-05-2017,5-24-17 9:37 AM,6-16-17 8:07 AM,2017-06-26
CA-2016-103037,KH-16630,Standard Class,VEN04,delivered,15-05-2017 20:22,15-05-2017,5-16-17 12:54 PM,5-18-17 5:01 PM,2017-06-02
CA-2016-103128,SC-20845,Standard Class,VEN01,processing,25-08-2017 17:50,25-08-2017,,,2017-09-26
CA-2016-103163,FM-14290,Standard Class,VEN04,delivered,10-03-2018 08:45,12-03-2018,3-14-18 11:57 PM,3-29-18 7:39 PM,2018-04-12
CA-2016-103359,LC-16885,Standard Class,VEN05,delivered,21-05-2017 08:01,22-05-2017,5-22-17 10:52 AM,5-24-17 12:41 PM,2017-06-13
CA-2016-103464,PG-18820,Standard Class,VEN05,delivered,25-12-2017 10:40,25-12-2017,12-26-17 9:42 PM,2-6-18 7:46 PM,2018-01-24
CA-2016-103709,LP-17095,Standard Class,VEN04,delivered,24-12-2017 00:05,26-12-2017,12-26-17 9:33 PM,1-10-18 5:14 PM,2018-01-30
CA-2016-103891,KH-16690,Standard Class,VEN01,delivered,14-05-2018 10:12,15-05-2018,5-15-18 2:10 PM,5-21-18 2:41 PM,2018-05-29
CA-2016-103919,TP-21565,Standard Class,VEN05,delivered,08-05-2018 10:40,08-05-2018,5-8-18 2:36 PM,5-12-18 12:08 AM,2018-05-23
CA-2016-103947,BB-10990,Standard Class,VEN03,delivered,19-07-2017 17:46,19-07-2017,7-26-17 10:27 AM,8-4-17 3:29 PM,2017-08-18
CA-2016-103982,AA-10315,Standard Class,VEN02,delivered,22-06-2017 15:53,22-06-2017,6-23-17 12:05 PM,6-27-17 12:32 PM,2017-07-05
CA-2016-104157,MT-17815,Standard Class,VEN02,delivered,19-07-2017 20:24,21-07-2017,7-26-17 3:53 PM,7-27-17 5:46 PM,2017-08-01
CA-2016-104276,HF-14995,Standard Class,VEN04,delivered,01-06-2017 20:58,03-06-2017,6-5-17 1:21 PM,6-7-17 12:23 PM,2017-06-14
CA-2016-104311,AS-10090,Standard Class,VEN05,delivered,12-03-2018 09:04,13-03-2018,3-14-18 5:03 PM,4-3-18 10:40 PM,2018-04-06
CA-2016-104633,EA-14035,Standard Class,VEN04,delivered,01-12-2017 13:01,03-12-2017,12-5-17 11:29 PM,12-21-17 3:34 AM,2017-12-28
CA-2016-104689,FH-14365,Standard Class,VEN04,delivered,28-03-2018 14:17,28-03-2018,3-29-18 4:12 PM,4-2-18 2:56 PM,2018-04-10
CA-2016-104969,EH-14125,Standard Class,VEN01,delivered,15-09-2017 23:02,19-09-2017,9-19-17 5:55 PM,9-22-17 12:58 PM,2017-10-03
CA-2016-105018,SK-19990,Standard Class,VEN01,shipped,21-03-2018 13:50,23-03-2018,3-23-18 9:43 PM,,2018-04-17
CA-2016-105081,JE-15715,Standard Class,VEN02,delivered,23-10-2017 19:42,24-10-2017,10-26-17 1:27 PM,11-7-17 7:41 PM,2017-11-23
CA-2016-105207,BO-11350,Standard Class,VEN04,delivered,23-04-2018 17:55,24-04-2018,4-27-18 9:47 AM,5-4-18 8:04 PM,2018-05-10
CA-2016-105263,LM-17065,Standard Class,VEN02,delivered,14-02-2018 12:13,14-02-2018,2-16-18 11:59 AM,2-21-18 4:17 PM,2018-03-01
CA-2016-105277,LM-17065,Standard Class,VEN04,delivered,05-02-2018 15:05,05-02-2018,2-7-18 9:36 PM,2-23-18 10:52 PM,2018-03-05
CA-2016-105284,MG-17650,Standard Class,VEN02,delivered,01-09-2017 10:26,01-09-2017,9-1-17 7:12 PM,9-8-17 7:07 PM,2017-09-21
CA-2016-105291,SP-20920,Standard Class,VEN04,delivered,15-01-2018 20:35,15-01-2018,1-19-18 1:10 AM,1-22-18 6:52 PM,2018-02-07
CA-2016-105354,PW-19030,Standard Class,VEN01,delivered,07-03-2018 07:22,07-03-2018,3-7-18 7:09 PM,3-27-18 8:18 PM,2018-03-29
CA-2016-105662,RB-19465,Standard Class,VEN05,delivered,01-12-2017 20:33,01-12-2017,12-4-17 4:52 PM,12-15-17 6:48 PM,2018-01-03
CA-2016-105732,AG-10270,Standard Class,VEN04,delivered,23-07-2017 21:26,23-07-2017,7-24-17 1:04 PM,8-8-17 7:22 PM,2017-08-21
CA-2016-105753,LC-16960,Standard Class,VEN04,unavailable,11-01-2018 15:07,12-01-2018,,,2018-01-31
CA-2016-105781,JF-15565,Standard Class,VEN03,delivered,17-08-2018 19:10,17-08-2018,8-20-18 2:31 PM,8-27-18 3:29 PM,2018-09-06
CA-2016-105816,JM-15265,Standard Class,VEN02,delivered,12-10-2017 02:31,12-10-2017,10-13-17 10:53 PM,10-17-17 6:28 PM,2017-10-25
CA-2016-105900,BS-11590,Standard Class,VEN04,delivered,02-01-2018 22:09,02-01-2018,1-3-18 11:43 PM,1-11-18 5:18 PM,2018-01-29
CA-2016-105963,SC-20770,Standard Class,VEN03,delivered,28-12-2017 12:01,28-12-2017,12-28-17 7:19 PM,1-8-18 6:32 PM,2018-01-23
CA-2016-106075,HM-14980,Standard Class,VEN03,delivered,31-07-2018 14:56,31-07-2018,8-1-18 12:12 PM,8-7-18 5:24 PM,2018-08-21
CA-2016-106243,GM-14680,Standard Class,VEN01,delivered,07-06-2017 10:57,07-06-2017,6-8-17 4:16 PM,6-21-17 4:19 PM,2017-07-10
CA-2016-106397,MJ-17740,Standard Class,VEN04,delivered,29-04-2017 20:09,29-04-2017,5-11-17 2:57 PM,5-24-17 12:59 PM,2017-06-27
CA-2016-106558,DL-13495,Standard Class,VEN01,delivered,07-09-2017 18:21,07-09-2017,9-8-17 7:36 PM,9-23-17 4:20 PM,2017-09-26
CA-2016-106915,GA-14515,Standard Class,VEN02,delivered,24-06-2018 20:44,26-06-2018,6-27-18 9:07 AM,6-29-18 4:42 PM,2018-07-12
CA-2016-106950,JE-15715,Standard Class,VEN03,delivered,15-05-2018 15:39,15-05-2018,5-18-18 12:24 PM,6-14-18 11:28 PM,2018-06-07
CA-2016-107104,MS-17365,Standard Class,VEN01,delivered,22-01-2018 10:10,22-01-2018,1-23-18 10:29 PM,2-14-18 10:51 PM,2018-02-15
CA-2016-107202,LC-16930,Standard Class,VEN03,delivered,29-10-2017 18:15,30-10-2017,11-3-17 10:38 PM,11-11-17 6:58 PM,2017-11-17
CA-2016-107328,CA-12055,Standard Class,VEN01,delivered,29-03-2018 20:21,29-03-2018,4-4-18 1:51 AM,4-10-18 6:38 PM,2018-04-23
CA-2016-107475,RS-19870,Standard Class,VEN02,delivered,15-01-2018 10:00,15-01-2018,1-17-18 1:43 PM,1-24-18 1:09 PM,2018-02-07
CA-2016-107790,EH-13990,Standard Class,VEN03,delivered,18-02-2018 09:16,18-02-2018,2-20-18 4:27 PM,2-23-18 10:19 PM,2018-03-13
CA-2016-108056,ES-14080,Standard Class,VEN05,delivered,20-03-2017 00:36,20-03-2017,3-23-17 3:37 PM,3-31-17 6:15 PM,2017-04-10
CA-2016-108105,GW-14605,Standard Class,VEN01,delivered,02-03-2018 23:51,03-03-2018,3-8-18 7:28 PM,3-28-18 9:22 PM,2018-03-27
CA-2016-108196,CS-12505,Standard Class,VEN05,delivered,18-05-2017 17:25,20-05-2017,5-22-17 7:55 AM,5-29-17 4:44 AM,2017-06-16
CA-2016-108364,BP-11050,Standard Class,VEN04,delivered,23-05-2018 10:07,23-05-2018,5-24-18 2:20 PM,5-25-18 7:08 PM,2018-06-04
CA-2016-108567,DB-13210,Standard Class,VEN02,delivered,26-11-2017 19:43,26-11-2017,11-27-17 10:26 PM,12-12-17 4:23 PM,2017-12-15
